"_id","_labels","id","title","_start","_end","_type"
"100",":Movie","102","Mr. Wrong (1996)",,,
"101",":Movie","103","Unforgettable (1996)",,,
"102",":Movie","104","Happy Gilmore (1996)",,,
"103",":Movie","105","Bridges of Madison County, The (1995)",,,
"104",":Movie","106","Nobody Loves Me (Keiner liebt mich) (1994)",,,
"105",":Movie","107","Muppet Treasure Island (1996)",,,
"106",":Movie","108","Catwalk (1996)",,,
"107",":Movie","109","Headless Body in Topless Bar (1995)",,,
"108",":Movie","110","Braveheart (1995)",,,
"109",":Movie","111","Taxi Driver (1976)",,,
"110",":Movie","112","Rumble in the Bronx (Hont faan kui) (1995)",,,
"111",":Movie","113","Before and After (1996)",,,
"112",":Movie","114","Margaret's Museum (1995)",,,
"113",":Movie","115","Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",,,
"114",":Movie","116","Anne Frank Remembered (1995)",,,
"115",":Movie","117","Young Poisoner's Handbook, The (1995)",,,
"116",":Movie","118","If Lucy Fell (1996)",,,
"117",":Movie","119","Steal Big, Steal Little (1995)",,,
"118",":Movie","120","Race the Sun (1996)",,,
"119",":Movie","121","Boys of St. Vincent, The (1992)",,,
"120",":Movie","122","Boomerang (1992)",,,
"121",":Movie","123","Chungking Express (Chung Hing sam lam) (1994)",,,
"122",":Movie","124","Star Maker, The (Uomo delle stelle, L') (1995)",,,
"123",":Movie","125","Flirting With Disaster (1996)",,,
"124",":Movie","126","NeverEnding Story III, The (1994)",,,
"125",":Movie","127","Silences of the Palace, The (Saimt el Qusur) (1994)",,,
"126",":Movie","128","Jupiter's Wife (1994)",,,
"127",":Movie","129","Pie in the Sky (1996)",,,
"128",":Movie","130","Angela (1995)",,,
"129",":Movie","131","Frankie Starlight (1995)",,,
"130",":Movie","132","Jade (1995)",,,
"131",":Movie","133","Nueba Yol (1995)",,,
"132",":Movie","134","Sonic Outlaws (1995)",,,
"133",":Movie","135","Down Periscope (1996)",,,
"134",":Movie","136","From the Journals of Jean Seberg (1995)",,,
"135",":Movie","137","Man of the Year (1995)",,,
"136",":Movie","138","Neon Bible, The (1995)",,,
"137",":Movie","139","Target (1995)",,,
"138",":Movie","140","Up Close and Personal (1996)",,,
"139",":Movie","141","Birdcage, The (1996)",,,
"140",":Movie","142","Shadows (Cienie) (1988)",,,
"141",":Movie","143","Gospa (1995)",,,
"142",":Movie","144","Brothers McMullen, The (1995)",,,
"143",":Movie","145","Bad Boys (1995)",,,
"144",":Movie","146","Amazing Panda Adventure, The (1995)",,,
"145",":Movie","147","Basketball Diaries, The (1995)",,,
"146",":Movie","148","Awfully Big Adventure, An (1995)",,,
"147",":Movie","149","Amateur (1994)",,,
"148",":Movie","150","Apollo 13 (1995)",,,
"149",":Movie","151","Rob Roy (1995)",,,
"150",":Movie","152","Addiction, The (1995)",,,
"151",":Movie","153","Batman Forever (1995)",,,
"152",":Movie","154","Beauty of the Day (Belle de jour) (1967)",,,
"153",":Movie","155","Beyond Rangoon (1995)",,,
"154",":Movie","156","Blue in the Face (1995)",,,
"155",":Movie","157","Canadian Bacon (1995)",,,
"156",":Movie","158","Casper (1995)",,,
"157",":Movie","159","Clockers (1995)",,,
"158",":Movie","160","Congo (1995)",,,
"159",":Movie","161","Crimson Tide (1995)",,,
"160",":Movie","162","Crumb (1994)",,,
"161",":Movie","163","Desperado (1995)",,,
"162",":Movie","164","Devil in a Blue Dress (1995)",,,
"163",":Movie","165","Die Hard: With a Vengeance (1995)",,,
"164",":Movie","166","Doom Generation, The (1995)",,,
"165",":Movie","167","Feast of July (1995)",,,
"166",":Movie","168","First Knight (1995)",,,
"167",":Movie","169","Free Willy 2: The Adventure Home (1995)",,,
"168",":Movie","170","Hackers (1995)",,,
"169",":Movie","171","Jeffrey (1995)",,,
"170",":Movie","172","Johnny Mnemonic (1995)",,,
"171",":Movie","173","Judge Dredd (1995)",,,
"172",":Movie","174","Jury Duty (1995)",,,
"173",":Movie","175","Kids (1995)",,,
"174",":Movie","176","Living in Oblivion (1995)",,,
"175",":Movie","177","Lord of Illusions (1995)",,,
"176",":Movie","178","Love & Human Remains (1993)",,,
"177",":Movie","179","Mad Love (1995)",,,
"178",":Movie","180","Mallrats (1995)",,,
"179",":Movie","181","Mighty Morphin Power Rangers: The Movie (1995)",,,
"180",":Movie","182","Moonlight and Valentino (1995)",,,
"181",":Movie","183","Mute Witness (1994)",,,
"182",":Movie","184","Nadja (1994)",,,
"183",":Movie","185","Net, The (1995)",,,
"184",":Movie","186","Nine Months (1995)",,,
"185",":Movie","187","Party Girl (1995)",,,
"186",":Movie","188","Prophecy, The (1995)",,,
"187",":Movie","189","Reckless (1995)",,,
"188",":Movie","190","Safe (1995)",,,
"189",":Movie","191","Scarlet Letter, The (1995)",,,
"190",":Movie","192","The Show (1995)",,,
"191",":Movie","193","Showgirls (1995)",,,
"192",":Movie","194","Smoke (1995)",,,
"193",":Movie","195","Something to Talk About (1995)",,,
"194",":Movie","196","Species (1995)",,,
"195",":Movie","197","Stars Fell on Henrietta, The (1995)",,,
"196",":Movie","198","Strange Days (1995)",,,
"197",":Movie","199","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",,,
"198",":Movie","200","Tie That Binds, The (1995)",,,
"199",":Movie","201","Three Wishes (1995)",,,
"200",":Movie","202","Total Eclipse (1995)",,,
"201",":Movie","203","To Wong Foo, Thanks for Everything! Julie Newmar (1995)",,,
"202",":Movie","204","Under Siege 2: Dark Territory (1995)",,,
"203",":Movie","205","Unstrung Heroes (1995)",,,
"204",":Movie","206","Unzipped (1995)",,,
"205",":Movie","207","Walk in the Clouds, A (1995)",,,
"206",":Movie","208","Waterworld (1995)",,,
"207",":Movie","209","White Man's Burden (1995)",,,
"208",":Movie","210","Wild Bill (1995)",,,
"209",":Movie","211","Browning Version, The (1994)",,,
"210",":Movie","212","Bushwhacked (1995)",,,
"211",":Movie","213","Burnt by the Sun (Utomlyonnye solntsem) (1994)",,,
"212",":Movie","214","Before the Rain (Pred dozhdot) (1994)",,,
"213",":Movie","215","Before Sunrise (1995)",,,
"214",":Movie","216","Billy Madison (1995)",,,
"215",":Movie","217","Babysitter, The (1995)",,,
"216",":Movie","218","Boys on the Side (1995)",,,
"217",":Movie","219","Cure, The (1995)",,,
"218",":Movie","220","Castle Freak (1995)",,,
"219",":Movie","222","Circle of Friends (1995)",,,
"220",":Movie","223","Clerks (1994)",,,
"221",":Movie","224","Don Juan DeMarco (1995)",,,
"222",":Movie","225","Disclosure (1994)",,,
"223",":Movie","226","Dream Man (1995)",,,
"224",":Movie","227","Drop Zone (1994)",,,
"225",":Movie","228","Destiny Turns on the Radio (1995)",,,
"226",":Movie","229","Death and the Maiden (1994)",,,
"227",":Movie","230","Dolores Claiborne (1995)",,,
"228",":Movie","231","Dumb & Dumber (Dumb and Dumber) (1994)",,,
"229",":Movie","232","Eat Drink Man Woman (Yin shi nan nu) (1994)",,,
"230",":Movie","233","Exotica (1994)",,,
"231",":Movie","234","Exit to Eden (1994)",,,
"232",":Movie","235","Ed Wood (1994)",,,
"233",":Movie","236","French Kiss (1995)",,,
"234",":Movie","237","Forget Paris (1995)",,,
"235",":Movie","238","Far From Home: The Adventures of Yellow Dog (1995)",,,
"236",":Movie","239","Goofy Movie, A (1995)",,,
"237",":Movie","240","Hideaway (1995)",,,
"238",":Movie","241","Fluke (1995)",,,
"239",":Movie","242","Farinelli: il castrato (1994)",,,
"240",":Movie","243","Gordy (1995)",,,
"241",":Movie","244","Gumby: The Movie (1995)",,,
"242",":Movie","245","The Glass Shield (1994)",,,
"243",":Movie","246","Hoop Dreams (1994)",,,
"244",":Movie","247","Heavenly Creatures (1994)",,,
"245",":Movie","248","Houseguest (1994)",,,
"246",":Movie","249","Immortal Beloved (1994)",,,
"247",":Movie","250","Heavyweights (Heavy Weights) (1995)",,,
"248",":Movie","251","Hunted, The (1995)",,,
"249",":Movie","252","I.Q. (1994)",,,
"250",":Movie","253","Interview with the Vampire: The Vampire Chronicles (1994)",,,
"251",":Movie","254","Jefferson in Paris (1995)",,,
"252",":Movie","255","Jerky Boys, The (1995)",,,
"253",":Movie","256","Junior (1994)",,,
"254",":Movie","257","Just Cause (1995)",,,
"255",":Movie","258","Kid in King Arthur's Court, A (1995)",,,
"256",":Movie","259","Kiss of Death (1995)",,,
"257",":Movie","260","Star Wars: Episode IV - A New Hope (1977)",,,
"258",":Movie","261","Little Women (1994)",,,
"259",":Movie","262","Little Princess, A (1995)",,,
"260",":Movie","263","Ladybird Ladybird (1994)",,,
"261",":Movie","264","Enfer, L' (1994)",,,
"262",":Movie","265","Like Water for Chocolate (Como agua para chocolate) (1992)",,,
"263",":Movie","266","Legends of the Fall (1994)",,,
"264",":Movie","267","Major Payne (1995)",,,
"265",":Movie","268","Little Odessa (1994)",,,
"266",":Movie","269","My Crazy Life (Mi vida loca) (1993)",,,
"267",":Movie","270","Love Affair (1994)",,,
"268",":Movie","271","Losing Isaiah (1995)",,,
"269",":Movie","272","Madness of King George, The (1994)",,,
"270",":Movie","273","Mary Shelley's Frankenstein (Frankenstein) (1994)",,,
"271",":Movie","274","Man of the House (1995)",,,
"272",":Movie","275","Mixed Nuts (1994)",,,
"273",":Movie","276","Milk Money (1994)",,,
"274",":Movie","277","Miracle on 34th Street (1994)",,,
"275",":Movie","278","Miami Rhapsody (1995)",,,
"276",":Movie","279","My Family (1995)",,,
"277",":Movie","280","Murder in the First (1995)",,,
"278",":Movie","281","Nobody's Fool (1994)",,,
"279",":Movie","282","Nell (1994)",,,
"280",":Movie","283","New Jersey Drive (1995)",,,
"281",":Movie","284","New York Cop (Nyû Yôku no koppu) (1993)",,,
"282",":Movie","285","Beyond Bedlam (1993)",,,
"283",":Movie","286","Nemesis 2: Nebula (1995)",,,
"284",":Movie","287","Nina Takes a Lover (1994)",,,
"285",":Movie","288","Natural Born Killers (1994)",,,
"286",":Movie","289","Only You (1994)",,,
"287",":Movie","290","Once Were Warriors (1994)",,,
"288",":Movie","292","Outbreak (1995)",,,
"289",":Movie","293","Léon: The Professional (a.k.a. The Professional) (Léon) (1994)",,,
"290",":Movie","294","Perez Family, The (1995)",,,
"291",":Movie","295","Pyromaniac's Love Story, A (1995)",,,
"292",":Movie","296","Pulp Fiction (1994)",,,
"293",":Movie","297","Panther (1995)",,,
"294",":Movie","298","Pushing Hands (Tui shou) (1992)",,,
"295",":Movie","299","Priest (1994)",,,
"296",":Movie","300","Quiz Show (1994)",,,
"297",":Movie","301","Picture Bride (Bijo photo) (1994)",,,
"298",":Movie","302","Queen Margot (Reine Margot, La) (1994)",,,
"299",":Movie","303","Quick and the Dead, The (1995)",,,
"300",":Movie","304","Roommates (1995)",,,
"301",":Movie","305","Ready to Wear (Pret-A-Porter) (1994)",,,
"302",":Movie","306","Three Colors: Red (Trois couleurs: Rouge) (1994)",,,
"303",":Movie","307","Three Colors: Blue (Trois couleurs: Bleu) (1993)",,,
"304",":Movie","308","Three Colors: White (Trzy kolory: Bialy) (1994)",,,
"305",":Movie","309","Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",,,
"306",":Movie","310","Rent-a-Kid (1995)",,,
"307",":Movie","311","Relative Fear (1994)",,,
"308",":Movie","312","Stuart Saves His Family (1995)",,,
"309",":Movie","313","Swan Princess, The (1994)",,,
"310",":Movie","314","Secret of Roan Inish, The (1994)",,,
"311",":Movie","315","Specialist, The (1994)",,,
"312",":Movie","316","Stargate (1994)",,,
"313",":Movie","317","Santa Clause, The (1994)",,,
"314",":Movie","318","Shawshank Redemption, The (1994)",,,
"315",":Movie","319","Shallow Grave (1994)",,,
"316",":Movie","320","Suture (1993)",,,
"317",":Movie","321","Strawberry and Chocolate (Fresa y chocolate) (1993)",,,
"318",":Movie","322","Swimming with Sharks (1995)",,,
"319",":Movie","324","Sum of Us, The (1994)",,,
"320",":Movie","325","National Lampoon's Senior Trip (1995)",,,
"321",":Movie","326","To Live (Huozhe) (1994)",,,
"322",":Movie","327","Tank Girl (1995)",,,
"323",":Movie","328","Tales from the Crypt Presents: Demon Knight (1995)",,,
"324",":Movie","329","Star Trek: Generations (1994)",,,
"325",":Movie","330","Tales from the Hood (1995)",,,
"326",":Movie","331","Tom & Viv (1994)",,,
"327",":Movie","332","Village of the Damned (1995)",,,
"328",":Movie","333","Tommy Boy (1995)",,,
"329",":Movie","334","Vanya on 42nd Street (1994)",,,
"330",":Movie","335","Underneath (1995)",,,
"331",":Movie","336","Walking Dead, The (1995)",,,
"332",":Movie","337","What's Eating Gilbert Grape (1993)",,,
"333",":Movie","338","Virtuosity (1995)",,,
"334",":Movie","339","While You Were Sleeping (1995)",,,
"335",":Movie","340","War, The (1994)",,,
"336",":Movie","341","Double Happiness (1994)",,,
"337",":Movie","342","Muriel's Wedding (1994)",,,
"338",":Movie","343","Baby-Sitters Club, The (1995)",,,
"339",":Movie","344","Ace Ventura: Pet Detective (1994)",,,
"340",":Movie","345","Adventures of Priscilla, Queen of the Desert, The (1994)",,,
"341",":Movie","346","Backbeat (1993)",,,
"342",":Movie","347","Bitter Moon (1992)",,,
"343",":Movie","348","Bullets Over Broadway (1994)",,,
"344",":Movie","349","Clear and Present Danger (1994)",,,
"345",":Movie","350","Client, The (1994)",,,
"346",":Movie","351","Corrina, Corrina (1994)",,,
"347",":Movie","352","Crooklyn (1994)",,,
"348",":Movie","353","Crow, The (1994)",,,
"349",":Movie","354","Cobb (1994)",,,
"350",":Movie","355","Flintstones, The (1994)",,,
"351",":Movie","356","Forrest Gump (1994)",,,
"352",":Movie","357","Four Weddings and a Funeral (1994)",,,
"353",":Movie","358","Higher Learning (1995)",,,
"354",":Movie","359","I Like It Like That (1994)",,,
"355",":Movie","360","I Love Trouble (1994)",,,
"356",":Movie","361","It Could Happen to You (1994)",,,
"357",":Movie","362","Jungle Book, The (1994)",,,
"358",":Movie","363","Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",,,
"359",":Movie","364","Lion King, The (1994)",,,
"360",":Movie","365","Little Buddha (1993)",,,
"361",":Movie","366","Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",,,
"362",":Movie","367","Mask, The (1994)",,,
"363",":Movie","368","Maverick (1994)",,,
"364",":Movie","369","Mrs. Parker and the Vicious Circle (1994)",,,
"365",":Movie","370","Naked Gun 33 1/3: The Final Insult (1994)",,,
"366",":Movie","371","Paper, The (1994)",,,
"367",":Movie","372","Reality Bites (1994)",,,
"368",":Movie","373","Red Rock West (1992)",,,
"369",":Movie","374","Richie Rich (1994)",,,
"370",":Movie","375","Safe Passage (1994)",,,
"371",":Movie","376","River Wild, The (1994)",,,
"372",":Movie","377","Speed (1994)",,,
"373",":Movie","378","Speechless (1994)",,,
"374",":Movie","379","Timecop (1994)",,,
"375",":Movie","380","True Lies (1994)",,,
"376",":Movie","381","When a Man Loves a Woman (1994)",,,
"377",":Movie","382","Wolf (1994)",,,
"378",":Movie","383","Wyatt Earp (1994)",,,
"379",":Movie","384","Bad Company (1995)",,,
"380",":Movie","385","Man of No Importance, A (1994)",,,
"381",":Movie","386","S.F.W. (1994)",,,
"382",":Movie","387","Low Down Dirty Shame, A (1994)",,,
"383",":Movie","388","Boys Life (1995)",,,
"384",":Movie","389","Colonel Chabert, Le (1994)",,,
"385",":Movie","390","Faster Pussycat! Kill! Kill! (1965)",,,
"386",":Movie","391","Jason's Lyric (1994)",,,
"387",":Movie","392","Secret Adventures of Tom Thumb, The (1993)",,,
"388",":Movie","393","Street Fighter (1994)",,,
"389",":Movie","394","Coldblooded (1995)",,,
"390",":Movie","395","Desert Winds (1995)",,,
"391",":Movie","396","Fall Time (1995)",,,
"392",":Movie","397","Fear, The (1995)",,,
"393",":Movie","398","Frank and Ollie (1995)",,,
"394",":Movie","399","Girl in the Cadillac (1995)",,,
"395",":Movie","400","Homage (1995)",,,
"396",":Movie","401","Mirage (1995)",,,
"397",":Movie","402","Open Season (1996)",,,
"398",":Movie","403","Two Crimes (Dos crímenes) (1995)",,,
"399",":Movie","404","Brother Minister: The Assassination of Malcolm X (1994)",,,
"400",":Movie","405","Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)",,,
"401",":Movie","406","Federal Hill (1994)",,,
"402",":Movie","407","In the Mouth of Madness (1995)",,,
"403",":Movie","408","8 Seconds (1994)",,,
"404",":Movie","409","Above the Rim (1994)",,,
"405",":Movie","410","Addams Family Values (1993)",,,
"406",":Movie","411","Martin Lawrence: You So Crazy (1994)",,,
"407",":Movie","412","Age of Innocence, The (1993)",,,
"408",":Movie","413","Airheads (1994)",,,
"409",":Movie","414","Air Up There, The (1994)",,,
"410",":Movie","415","Another Stakeout (1993)",,,
"411",":Movie","416","Bad Girls (1994)",,,
"412",":Movie","417","Barcelona (1994)",,,
"413",":Movie","418","Being Human (1993)",,,
"414",":Movie","419","Beverly Hillbillies, The (1993)",,,
"415",":Movie","420","Beverly Hills Cop III (1994)",,,
"416",":Movie","421","Black Beauty (1994)",,,
"417",":Movie","422","Blink (1994)",,,
"418",":Movie","423","Blown Away (1994)",,,
"419",":Movie","424","Blue Chips (1994)",,,
"420",":Movie","425","Blue Sky (1994)",,,
"421",":Movie","426","Body Snatchers (1993)",,,
"422",":Movie","427","Boxing Helena (1993)",,,
"423",":Movie","428","Bronx Tale, A (1993)",,,
"424",":Movie","429","Cabin Boy (1994)",,,
"425",":Movie","430","Calendar Girl (1993)",,,
"426",":Movie","431","Carlito's Way (1993)",,,
"427",":Movie","432","City Slickers II: The Legend of Curly's Gold (1994)",,,
"428",":Movie","433","Clean Slate (1994)",,,
"429",":Movie","434","Cliffhanger (1993)",,,
"430",":Movie","435","Coneheads (1993)",,,
"431",":Movie","436","Color of Night (1994)",,,
"432",":Movie","437","Cops and Robbersons (1994)",,,
"433",":Movie","438","Cowboy Way, The (1994)",,,
"434",":Movie","439","Dangerous Game (1993)",,,
"435",":Movie","440","Dave (1993)",,,
"436",":Movie","441","Dazed and Confused (1993)",,,
"437",":Movie","442","Demolition Man (1993)",,,
"438",":Movie","443","Endless Summer 2, The (1994)",,,
"439",":Movie","444","Even Cowgirls Get the Blues (1993)",,,
"440",":Movie","445","Fatal Instinct (1993)",,,
"441",":Movie","446","Farewell My Concubine (Ba wang bie ji) (1993)",,,
"442",":Movie","447","Favor, The (1994)",,,
"443",":Movie","448","Fearless (1993)",,,
"444",":Movie","449","Fear of a Black Hat (1994)",,,
"445",":Movie","450","With Honors (1994)",,,
"446",":Movie","451","Flesh and Bone (1993)",,,
"447",":Movie","452","Widows' Peak (1994)",,,
"448",":Movie","453","For Love or Money (1993)",,,
"449",":Movie","454","Firm, The (1993)",,,
"450",":Movie","455","Free Willy (1993)",,,
"451",":Movie","456","Fresh (1994)",,,
"452",":Movie","457","Fugitive, The (1993)",,,
"453",":Movie","458","Geronimo: An American Legend (1993)",,,
"454",":Movie","459","Getaway, The (1994)",,,
"455",":Movie","460","Getting Even with Dad (1994)",,,
"456",":Movie","461","Go Fish (1994)",,,
"457",":Movie","462","Good Man in Africa, A (1994)",,,
"458",":Movie","463","Guilty as Sin (1993)",,,
"459",":Movie","464","Hard Target (1993)",,,
"460",":Movie","465","Heaven & Earth (1993)",,,
"461",":Movie","466","Hot Shots! Part Deux (1993)",,,
"462",":Movie","467","Live Nude Girls (1995)",,,
"463",":Movie","468","Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",,,
"464",":Movie","469","House of the Spirits, The (1993)",,,
"465",":Movie","470","House Party 3 (1994)",,,
"466",":Movie","471","Hudsucker Proxy, The (1994)",,,
"467",":Movie","472","I'll Do Anything (1994)",,,
"468",":Movie","473","In the Army Now (1994)",,,
"469",":Movie","474","In the Line of Fire (1993)",,,
"470",":Movie","475","In the Name of the Father (1993)",,,
"471",":Movie","476","Inkwell, The (1994)",,,
"472",":Movie","477","What's Love Got to Do with It? (1993)",,,
"473",":Movie","478","Jimmy Hollywood (1994)",,,
"474",":Movie","479","Judgment Night (1993)",,,
"475",":Movie","480","Jurassic Park (1993)",,,
"476",":Movie","481","Kalifornia (1993)",,,
"477",":Movie","482","Killing Zoe (1994)",,,
"478",":Movie","483","King of the Hill (1993)",,,
"479",":Movie","484","Lassie (1994)",,,
"480",":Movie","485","Last Action Hero (1993)",,,
"481",":Movie","486","Life with Mikey (1993)",,,
"482",":Movie","487","Lightning Jack (1994)",,,
"483",":Movie","488","M. Butterfly (1993)",,,
"484",":Movie","489","Made in America (1993)",,,
"485",":Movie","490","Malice (1993)",,,
"486",":Movie","491","Man Without a Face, The (1993)",,,
"487",":Movie","492","Manhattan Murder Mystery (1993)",,,
"488",":Movie","493","Menace II Society (1993)",,,
"489",":Movie","494","Executive Decision (1996)",,,
"490",":Movie","495","In the Realm of the Senses (Ai no corrida) (1976)",,,
"491",":Movie","496","What Happened Was... (1994)",,,
"492",":Movie","497","Much Ado About Nothing (1993)",,,
"493",":Movie","498","Mr. Jones (1993)",,,
"494",":Movie","499","Mr. Wonderful (1993)",,,
"495",":Movie","500","Mrs. Doubtfire (1993)",,,
"496",":Movie","501","Naked (1993)",,,
"497",":Movie","502","Next Karate Kid, The (1994)",,,
"498",":Movie","503","New Age, The (1994)",,,
"499",":Movie","504","No Escape (1994)",,,
"500",":Movie","505","North (1994)",,,
"501",":Movie","506","Orlando (1992)",,,
"502",":Movie","507","Perfect World, A (1993)",,,
"503",":Movie","508","Philadelphia (1993)",,,
"504",":Movie","509","Piano, The (1993)",,,
"505",":Movie","510","Poetic Justice (1993)",,,
"506",":Movie","511","Program, The (1993)",,,
"507",":Movie","512","Puppet Masters, The (1994)",,,
"508",":Movie","513","Radioland Murders (1994)",,,
"509",":Movie","514","Ref, The (1994)",,,
"510",":Movie","515","Remains of the Day, The (1993)",,,
"511",":Movie","516","Renaissance Man (1994)",,,
"512",":Movie","517","Rising Sun (1993)",,,
"513",":Movie","518","Road to Wellville, The (1994)",,,
"514",":Movie","519","RoboCop 3 (1993)",,,
"515",":Movie","520","Robin Hood: Men in Tights (1993)",,,
"516",":Movie","521","Romeo Is Bleeding (1993)",,,
"517",":Movie","522","Romper Stomper (1992)",,,
"518",":Movie","523","Ruby in Paradise (1993)",,,
"519",":Movie","524","Rudy (1993)",,,
"520",":Movie","525","Saint of Fort Washington, The (1993)",,,
"521",":Movie","526","Savage Nights (Nuits fauves, Les) (1992)",,,
"522",":Movie","527","Schindler's List (1993)",,,
